Food,Freq(Hz),Z(Ohm),PA,Time(m),R+,Fat,Cholesterol,Sodium,Potassium,Total carbohydrate,Protein,pH,ORP,Conductivity (100H),Conductivity (400H),Conductivity (10kH),Conductivity (100kH),DO (ppm),L,a*,b*
Yogurt,70800.8,154.66,-0.614486,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,63105.5,154.406,-0.716184,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,56243.5,154.42,-0.784133,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,50123.7,154.164,-0.96854,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,44681,154.248,-1.14057,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,39811.2,154.182,-1.29713,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,35488.3,154.164,-1.44242,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,31634.1,154.301,-1.56562,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,28173.1,154.638,-1.77775,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,25123.7,154.436,-1.98378,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,22389.3,154.804,-2.19854,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,19954.4,154.988,-2.51529,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,17778.2,155.26,-2.70173,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,15852.9,155.505,-2.96519,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,14122.3,155.656,-3.26027,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,12587.2,155.885,-3.5249,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,11221.1,156.154,-3.92042,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,9998.2,156.721,-4.29064,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,8912.76,157.042,-4.66599,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,7942.6,157.65,-5.21836,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,7078.05,158.312,-5.61465,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,6311.1,158.744,-6.2105,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,5622.14,159.416,-6.73165,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,5011.18,160.161,-7.4233,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,4465.21,160.88,-8.1097,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,3980.93,161.515,-8.93268,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,3548.18,162.794,-9.7283,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,3162.67,164.059,-10.6006,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,2819.01,165.236,-11.6347,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,2511.16,166.72,-12.6557,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,2238.63,168.148,-13.7607,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1995.37,170.215,-15.116,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1778.51,172.482,-16.466,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1584.49,175.087,-17.8577,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1412.76,177.622,-19.5268,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1259.04,180.932,-21.1754,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1121.63,184.427,-22.9564,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,999.95,188.848,-24.8821,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,891.184,193.701,-27.0237,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,794.163,199.274,-29.2584,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,707.867,205.636,-31.4996,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,630.984,213.271,-33.9556,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,562.189,221.828,-36.3588,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,501.303,232.265,-38.9234,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,446.614,244.098,-41.5413,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,398.209,257.702,-44.1644,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,354.821,273.482,-46.786,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,316.113,291.66,-49.3908,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,281.926,312.283,-51.9092,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,251.185,336.187,-54.3757,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,223.946,363.197,-56.7349,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,199.495,394.229,-58.9938,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,177.836,429.23,-61.1122,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,158.533,468.829,-63.0995,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,141.263,513.903,-64.9546,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,125.911,564.807,-66.6229,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,112.198,621.869,-68.1833,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,100.009,685.556,-69.6139,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,89.1164,757.841,-70.932,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,79.4083,838.801,-72.0449,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,70.788,929.026,-73.0949,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,63.0971,1029.95,-74.0435,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,54.5476,1174.57,-75.0346,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,50.0083,1271.14,-75.5589,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,46.1675,1368.25,-75.9251,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,40.0059,1561.38,-76.5072,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,35.3046,1754.11,-76.8012,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,31.5793,1946.61,-77.118,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,28.5748,2135.08,-77.3067,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,24.9911,2419.16,-77.3106,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,22.2195,2698.2,-77.3422,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,20.0011,2982.58,-77.1783,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,17.6486,3347.33,-76.9751,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,15.7934,3720.36,-76.6534,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,14.2828,4082.17,-76.6818,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,12.5002,4617.47,-76.0957,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,11.323,5074.81,-75.4293,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,9.9987,5692.27,-75.0229,15,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,100007,156.394,-0.226812,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,89134.1,155.564,-0.272604,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,79433.6,154.99,-0.415789,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,70800.8,154.787,-0.610689,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,63105.5,154.439,-0.695348,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,56243.5,154.432,-0.795588,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,50123.7,154.356,-1.01782,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,44681,154.28,-1.15902,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,39811.2,154.387,-1.34938,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,35488.3,154.593,-1.42855,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,31634.1,154.53,-1.5924,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,28173.1,154.593,-1.75434,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,25123.7,154.663,-1.9928,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,22389.3,154.911,-2.24004,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,19954.4,155.273,-2.44956,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,17778.2,155.456,-2.6145,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,15852.9,155.77,-2.98643,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,14122.3,155.893,-3.25742,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,12587.2,156.218,-3.53779,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,11221.1,156.583,-3.92999,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,9998.2,156.857,-4.32313,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,8912.76,157.195,-4.75979,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,7942.6,157.777,-5.15216,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,7078.05,158.273,-5.6623,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,6311.1,158.802,-6.13316,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,5622.14,159.328,-6.73953,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,5011.18,160.408,-7.44603,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,4465.21,161.08,-8.12212,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,3980.93,161.941,-8.8558,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,3548.18,163.025,-9.7047,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,3162.67,164.102,-10.6074,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,2819.01,165.447,-11.5982,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,2511.16,166.638,-12.712,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,2238.63,168.583,-13.8519,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1995.37,170.455,-15.1356,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1778.51,172.429,-16.3525,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1584.49,174.806,-17.8879,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1412.76,177.689,-19.4202,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
Yogurt,1259.04,181.036,-21.1507,20,1,0.010752688,2.68817E-05,0.000174731,0,0.021505376,0.045698925,3.931636364,161.7545455,0.009789614,0.004976278,0.004177317,0.00383203,8.1096,240.8258004,258.9583747,166.3170345
